Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Connor Wong","BOS",60.5579,220.751,200.914,46.8569,31.5648,9.85237,0.817562,4.62218,23.6105,20.5083,14.7604,0.126103,53.9159,2.66789,1.30448,1.10462,3.90767,3.05676,1.36192,0.233219,0.0668645,0.244238,0.273768,0.292676,0.359413,0.286745,0.652089,0.126194,4.28454,0.29395,-0.0281655,-0.268983,21.3679,-4.71552,77.8756,-0.297148,-1.10579,-6.053487122058868,3.5668859481811523,0.522949,999,2.06432,0.205683,1.26554,2.06432,-0.205683,3.31262,200.8,3.291803278,200.8,3.291803278,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Giancarlo Stanton","NYY",97.3109,396.576,354.339,79.5444,43.5048,12.4035,0.147458,23.4886,47.1246,64.1689,37.7867,2.07694,123.978,1.85175,2.44183,0.156922,6.91069,0.411012,0.105885,0.224487,0.0952823,0.31262,0.304786,0.300648,0.459189,0.324684,0.759837,0.234702,1.56102,0.267806,-0.767679,-0.496333,50.6029,3.74439,107.749,-1.26401,-0.299965,2.3682080507278442,-10.710129976272583,0.519741,251.0500030517578,4.00842,1.34081,0.876219,4.00842,-1.34081,3.83171,465,4.793814432,465,4.793814432,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"Walker Jenkins","MIN",27.0933,110.745,98.1892,23.8959,16.1187,5.16947,0.220435,2.38726,12.9538,10.6732,10.1155,0.119089,24.6472,1.22409,1.11003,0.106335,1.631,2.67989,0.496954,0.243366,0.09134,0.222558,0.410411,0.318473,0.373442,0.304965,0.691915,0.130076,4.82406,0.297636,-0.137161,0.151982,12.358,-0.727439,93.8647,0.0148202,2.03914,-0.7860000533983111,2.039137111468631,0.518193,999,2.68559,0.220291,1.7213,2.68559,-0.220291,2.70494,108.4,4.014814814,108.4,4.014814814,,,,,,,,,,,,,,,,,,,"Walker Jenkins","sa3022894",805805
"Ben Williamson","TBR",57.831,223.149,204.299,50.7982,37.2803,10.363,0.941835,2.21304,24.0506,20.2622,14.6419,0.252191,47.4951,2.14189,1.12293,0.943565,4.31097,4.32172,1.25864,0.248647,0.0656148,0.21284,0.308282,0.304142,0.341089,0.285504,0.645231,0.0924423,5.02658,0.312017,-0.0569579,-0.00634129,21.3752,-4.99155,80.8348,-0.0632992,1.34983,-5.11797334253788,2.620896339416504,0.517215,999,2.35555,0.373738,1.4169,2.35555,-0.373738,3.1108,190.9,3.29137931,190.9,3.29137931,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Darell Hernaiz","ATH",47.9021,184.626,167.02,42.094,30.0995,8.66667,0.864484,2.46336,19.9804,16.7291,13.3031,0.120873,28.4854,1.11442,1.6796,1.50925,3.36409,3.26869,1.12437,0.25203,0.072054,0.154287,0.467014,0.308609,0.358519,0.293552,0.667128,0.106489,4.78083,0.287699,-0.0308933,-0.0997994,18.8915,-2.92353,86.363,-0.130693,0.763628,-3.106441870331764,1.8885440826416016,0.514698,999,2.16087,1.02462,1.54374,2.16087,-1.02462,2.94168,163.7,3.410416666,163.7,3.410416666,,,,,,,,,,,,,,,,,,,"Darell Hernaiz","26224",687231
"Tyler Heineman","TOR",42.9142,147.77,129.372,28.0345,19.8945,4.82489,0.710379,2.60475,15.5383,12.7626,11.5094,0.111415,31.3895,3.38211,0.990145,2.51605,1.87095,1.83424,0.59554,0.216697,0.0778873,0.212422,0.366663,0.295525,0.325375,0.278019,0.6209,0.108678,4.65405,0.263882,-0.142721,-0.105945,13.2567,-4.20342,76.6645,-0.248666,0.935437,-4.312857508659363,4.2467169761657715,0.513593,999,1.22553,0.294545,1.48422,1.22553,-0.294545,3.02104,122.2,2.841860465,122.2,2.841860465,,,,,,,,,,,,,,,,,,,"Tyler Heineman","13897",623168
"Amed Rosario","NYY",67.0087,253.979,239.415,61.9729,44.5417,11.125,1.60301,4.70311,27.9689,26.9258,10.9568,0.0150068,46.6977,2.09612,1.36676,0.144303,5.41709,5.09205,1.38946,0.258851,0.0431407,0.183864,0.234633,0.29557,0.377643,0.293254,0.673212,0.118791,5.34484,0.302405,0.508323,0.0692805,25.9264,-4.08313,86.1584,0.577603,-0.446628,-3.5773632526397705,-0.1234767735004425,0.50081,999,3.09415,0.683179,1.34315,3.09415,-0.683179,3.20914,244.2,3.644776119,244.2,3.644776119,,,,,,,,,,,,,,,,,,,"Amed Rosario","15518",642708
"Jorge Soler","LAA",115.922,472.391,414.552,93.6862,53.9409,18.6517,0.246966,20.8467,55.2923,58.3404,48.4803,0.52619,128.567,5.24671,3.65152,0.461275,7.32184,0.945373,0.220053,0.225994,0.102627,0.272161,0.377083,0.312362,0.42304,0.319815,0.735402,0.197046,2.00728,0.270991,-0.844299,-0.608355,58.4093,2.59256,103.674,-1.45265,-3.28156,0.59293532371521,-12.027386665344238,0.493606,720.6799926757812,2.20395,-3.0166,0.60928,2.20395,3.0166,4.18763,524.8,4.524137931,524.8,4.524137931,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Travis Bazzana","CLE",52.3907,213.761,186.12,40.1979,26.2418,8.34048,1.04365,4.57198,26.0183,19.761,23.4621,0.191026,60.6559,2.47653,0.923501,0.779016,2.86553,4.15307,0.828061,0.215978,0.109758,0.283755,0.386807,0.310526,0.3457,0.293464,0.656226,0.129721,5.51696,0.292458,-0.21012,0.148291,21.8575,-3.40006,87.8849,-0.0618285,-0.303944,-3.114137016236782,0.5045539140701294,0.485753,999,1.77262,-0.378044,1.16713,1.77262,0.378044,3.44383,193.7,3.725,193.7,3.725,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Matt Vierling","DET",62.5323,246.145,222.315,53.6332,36.6229,10.1915,1.07863,5.74019,27.7007,24.5727,18.9318,0.184374,57.5501,2.38484,2.31326,0.199618,3.73601,3.51523,0.853829,0.241248,0.0769131,0.233806,0.328961,0.304742,0.374255,0.29771,0.678997,0.133006,4.70774,0.296849,-0.00718315,-0.0278933,26.0172,-3.06666,89.3743,-0.0350764,-0.779971,-3.1176982261240482,-0.6593457758426666,0.480343,999,2.04211,-0.194225,1.18564,2.04211,0.194225,3.41915,239.3,3.798412698,239.3,3.798412698,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Coby Mayo","BAL",42.1253,159.152,142.531,32.2833,18.6782,6.96906,0.768082,5.86788,18.8041,18.5775,13.626,0.256533,45.4694,1.99165,0.911104,0.0925042,1.87601,1.19819,0.431746,0.2265,0.0856162,0.285698,0.299673,0.301151,0.409681,0.30895,0.710832,0.183181,4.30578,0.286798,0.0784678,-0.161886,18.2745,-0.530506,98.812,-0.0834183,-0.962784,-0.30627135187387466,-0.49844029545783997,0.47811,688.9500122070312,3.15141,2.25493,1.36143,3.15141,-2.25493,3.18475,168.5,4.011904761,168.5,4.011904761,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
"Leo Rivas","SEA",44.6737,148.107,125.472,26.9805,20.4414,4.4583,0.204145,1.87668,17.2548,11.9606,18.682,0.195899,36.7224,1.4509,0.986361,1.51611,1.91506,6.03882,1.48821,0.215032,0.126138,0.247944,0.508735,0.321393,0.298689,0.284141,0.620082,0.0836571,5.29916,0.285728,-0.0646944,0.331751,14.0232,-3.47683,86.8097,0.267057,0.664378,-2.03546604514122,1.5935817956924438,0.476339,999,2.95509,0.244282,1.57524,2.95509,-0.244282,2.89967,125.2,2.782222222,125.2,2.782222222,,,,,,,,,,,,,,,,,,,"Leo Rivas","21009",660844
"Thairo Estrada","BAL",55.4269,228.174,212.322,51.9891,35.8676,9.76943,1.04924,5.3029,25.4107,24.1923,10.1683,0.0315456,43.9422,3.77876,1.765,0.139848,4.5195,3.94484,1.66688,0.244859,0.0445636,0.192582,0.231401,0.28915,0.375682,0.289846,0.664832,0.130823,4.90577,0.283218,0.0917923,-0.222302,22.6609,-4.29969,83.8171,-0.130509,0.442236,-4.494737163186073,1.2975894510746002,0.46299,999,5.89777,-0.269011,1.278,5.89777,0.269011,3.296,204.9,3.725454545,204.9,3.725454545,,,,,,,,,,,,,,,,,,,"Thairo Estrada","16426",642731
"Andrew Benintendi","CHW",119.528,493.903,445.049,109.578,73.282,19.3804,1.07154,15.8445,54.3943,57.7074,41.8471,1.90557,85.5851,2.46922,4.19744,0.340434,7.52885,2.79827,0.964337,0.246217,0.0847273,0.173283,0.488953,0.311804,0.401384,0.309788,0.713188,0.155167,3.06301,0.269493,-0.281808,-0.599024,57.0482,-1.31027,97.5161,-0.880832,-3.48742,-2.3308112621307373,-9.906509637832642,0.458205,999,1.23392,1.97,0.299132,1.23392,-1.97,4.60116,517.1,4.309166666,517.1,4.309166666,,,,,,,,,,,,,,,,,,,"Andrew Benintendi","17901",643217
"Hunter Feduccia","TBR",74.2723,256.075,226.203,48.7884,33.4233,9.97085,0.856814,4.53749,25.3084,23.7031,26.528,0.214806,66.1734,1.08415,2.09449,0.16486,4.78533,1.55204,0.214014,0.215684,0.103595,0.258414,0.400887,0.298545,0.327517,0.27985,0.626062,0.111833,3.55134,0.280804,-0.261451,-0.178753,23.3536,-6.90359,76.9508,-0.440204,-2.52844,-7.416226327419281,3.202446699142456,0.455587,999,2.00382,1.44257,0.99604,2.00382,-1.44257,3.67195,217.9,2.944594594,217.9,2.944594594,,,,,,,,,,,,,,,,,,,"Hunter Feduccia","23372",676439
"Dominic Canzone","SEA",104.365,409.43,373.702,88.8373,55.9999,17.0623,0.737196,15.0379,45.4155,49.6028,29.6663,1.66917,95.4123,2.71695,2.88912,0.45615,7.57779,4.18135,1.3391,0.237723,0.0724575,0.233037,0.310928,0.296402,0.408047,0.304204,0.704448,0.170324,3.64101,0.277295,-0.42345,-0.284573,45.4349,-2.94241,100.63,-0.708023,0.0673374,-0.4041442275047302,-9.273988328874111,0.451586,530.1500244140625,1.73366,1.46824,0.464349,1.73366,-1.46824,4.38087,424.2,4.078846153,424.2,4.078846153,,,,,,,,,,,,,,,,,,,"Dominic Canzone","26438",686527
"Paul Goldschmidt","NYY",89.1947,362.186,328.208,83.6376,55.8353,17.0453,0.245005,10.512,45.305,38.7019,30.2606,2.31711,80.5249,1.91455,1.72013,0.0826478,5.36482,4.00497,0.784488,0.254831,0.0835499,0.22233,0.375792,0.319833,0.404343,0.314407,0.724177,0.149513,3.79638,0.306104,-0.71129,-0.0859885,43.1927,0.397634,100.69,-0.797278,0.311669,-0.5020915269851685,-7.421544671058655,0.443454,740.9000244140625,4.58964,0.626265,0.797077,4.58964,-0.626265,3.93723,395.9,4.448314606,395.9,4.448314606,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Trey Sweeney","DET",21.0001,74.8914,68.1357,14.6126,9.27592,2.91619,0.205305,2.21521,8.24436,7.298,6.14598,0.079061,20.3284,0.276746,0.288109,0.0449291,0.989294,1.05353,0.277361,0.214464,0.0820652,0.271438,0.302335,0.281047,0.360825,0.281802,0.641872,0.146361,4.44489,0.270213,-0.0211147,-0.00599449,6.94868,-1.90032,78.416,-0.0271092,2.59962,-1.932290755212307,3.57184499502182,0.431472,999,4.51106,-0.400919,1.76687,4.51106,0.400919,2.64417,63.4,3.019047619,63.4,3.019047619,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Luke Raley","SEA",71.2082,268.408,236.992,51.9037,31.8222,10.2186,0.79168,9.07121,31.2225,30.1582,19.6437,0.138862,80.7814,8.19518,1.75509,1.82228,3.55969,4.58829,1.29954,0.21901,0.0731858,0.300965,0.243171,0.299125,0.383638,0.300306,0.682763,0.164628,4.83656,0.28767,-0.253274,-0.00747106,28.9362,-2.77833,97.9448,-0.260745,0.542296,-0.9109222590923309,-4.121887624263763,0.430261,999,1.8842,1.67491,0.900525,1.8842,-1.67491,3.7993,264.2,3.72112676,264.2,3.72112676,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Jake Fraley","TBR",96.3385,359.03,321.14,76.1004,51.9097,14.8778,0.954485,8.35842,40.7313,36.1546,32.2743,0.996673,75.2037,3.47853,1.70752,0.429656,4.49072,11.1604,3.55494,0.23697,0.0898929,0.209464,0.429158,0.311916,0.367324,0.299532,0.67924,0.130355,5.06782,0.283101,-0.151965,0.204128,38.4802,-3.94201,90.471,0.0521632,0.910718,-3.9914039485156536,-3.959521472454071,0.429733,999,1.21703,-0.535637,0.920869,1.21703,0.535637,3.77217,343.7,3.580208333,343.7,3.580208333,,,,,,,,,,,,,,,,,,,"Jake Fraley","19260",641584
"Alan Roden","MIN",48.7975,178.948,159.12,39.2133,26.8555,8.25895,0.86111,3.23783,21.0322,16.9332,14.4038,0.324317,33.747,3.90508,1.39799,0.120197,2.98663,2.67988,0.849546,0.246438,0.0804919,0.188586,0.426818,0.321664,0.37021,0.305622,0.691874,0.123772,4.80899,0.29122,0.0202284,-0.107948,20.0641,-1.07989,94.3176,-0.0877193,1.82869,-1.2861865907907486,-0.6923828125,0.427719,999,2.43087,0.704863,1.47191,2.43087,-0.704863,3.03746,173.4,3.53877551,173.4,3.53877551,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Javier Báez","DET",86.75,330.199,310.696,71.79,48.9538,13.5525,1.18329,8.10042,35.0517,37.589,12.3385,0.144171,79.9569,4.1715,2.53565,0.456882,6.33597,4.90256,1.17026,0.231062,0.0373669,0.242148,0.154314,0.267785,0.360514,0.273023,0.6283,0.129452,4.76624,0.282846,0.186675,0.0700513,28.2832,-10.7323,72.3681,0.256727,-0.0834574,-10.496975481510162,3.202525958418846,0.416458,999,1.85326,0.144267,0.750875,1.85326,-0.144267,3.99883,268.4,3.085057471,268.4,3.085057471,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Anthony Santander","TOR",28.7589,123.274,109.809,24.7768,14.3476,4.66631,0.0549663,5.70795,15.1265,16.4224,11.3649,0.31943,28.4973,1.62928,0.427471,0.0427415,1.86148,0.154899,0.0735866,0.225635,0.0921924,0.231171,0.398806,0.306505,0.425072,0.317572,0.731578,0.199438,1.95968,0.250802,-0.103204,-0.177548,15.0179,0.452128,103.911,-0.280752,2.05849,0.2875242233276367,-0.4934225082397461,0.413034,564.219970703125,5.31437,-0.299872,1.47778,5.31437,0.299872,3.02963,139.9,4.824137931,139.9,4.824137931,,,,,,,,,,,,,,,,,,,"Anthony Santander","14551",623993
"Zach Cole","HOU",93.9698,366.828,329.055,69.2112,40.0494,14.0353,2.88468,12.2419,42.7857,41.3841,31.0792,1.52296,138.327,4.55082,1.64674,0.496219,3.17803,10.2813,2.78681,0.210333,0.0847243,0.37709,0.224679,0.286192,0.382129,0.290969,0.668321,0.171796,6.56586,0.316264,-0.346966,0.425447,36.7656,-6.57799,85.5566,0.0784814,-0.320536,-6.1661317721009254,-2.4255931675434113,0.412718,999,3.34445,1.23218,0.765504,3.34445,-1.23218,3.97933,346.5,3.686170212,346.5,3.686170212,,,,,,,,,,,,,,,,,,,"Zach Cole","31583",805904
"Rhys Hoskins","CLE",86.7978,349.696,303.871,66.886,38.8572,12.9669,0.901826,14.16,39.6,44.4983,37.6566,0.870068,94.8167,4.45697,3.56374,0.147397,4.64827,2.35009,0.90825,0.220113,0.107684,0.271141,0.397151,0.31183,0.408518,0.313919,0.720347,0.188405,3.41384,0.265678,-0.561871,-0.430725,41.5645,0.24525,101.975,-0.992596,-0.87942,-0.17844665050506592,-7.879242718219757,0.407027,999,4.76497,0.0916698,0.550275,4.76497,-0.0916698,4.2663,373.2,4.289655172,373.2,4.289655172,,,,,,,,,,,,,,,,,,,"Rhys Hoskins","16472",656555
"Triston Casas","BOS",45.4985,185.485,161.284,38.0331,22.8318,7.6814,0.129177,7.39076,20.9579,23.5223,21.7986,1.72608,46.8207,1.40733,0.917277,0.0778467,3.32341,0.315253,0.152469,0.235814,0.117522,0.252423,0.465576,0.330295,0.422516,0.326231,0.75281,0.186702,1.96853,0.283752,-0.163127,-0.291919,23.9007,1.98417,105.076,-0.455046,0.870799,0.6545841991901398,-3.061169981956482,0.40695,700.3200073242188,3.0627,-0.20748,1.27832,3.0627,0.20748,3.29558,209.8,4.662222222,209.8,4.662222222,,,,,,,,,,,,,,,,,,,"Triston Casas","22514",671213
"Daniel Schneemann","CLE",57.9994,221.504,197.613,42.7876,27.2462,8.97607,0.91914,5.6462,24.1346,21.5519,20.6848,0.202875,60.6247,1.18971,1.33351,0.683814,2.98798,4.19229,1.26803,0.216523,0.0933833,0.273695,0.341195,0.292827,0.356964,0.286749,0.649791,0.140441,4.87275,0.279942,-0.171746,-0.00376294,21.4415,-4.73098,83.2587,-0.175509,0.155804,-4.546139240264893,0.7856561541557312,0.395268,999,2.55579,0.646004,1.16697,2.55579,-0.646004,3.44404,201.8,3.479310344,201.8,3.479310344,,,,,,,,,,,,,,,,,,,"Daniel Schneemann","25180",682177
"César Salazar","HOU",51.1877,146.936,127.868,26.0986,18.2253,5.18692,0.145548,2.54084,13.9179,13.082,12.138,0.162714,30.2474,4.42167,1.59096,0.917655,3.28835,0.792348,0.301488,0.204106,0.0826073,0.205854,0.401291,0.292143,0.30656,0.270525,0.598703,0.102454,3.01387,0.243691,-0.00459408,-0.19356,12.2878,-5.07381,71.4734,-0.198154,-0.124401,-5.138425052165985,3.8252642452716827,0.383072,999,2.42101,-0.12891,1.43296,2.42101,0.12891,3.08939,110.2,2.160784313,110.2,2.160784313,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Andy Ibáñez","ATH",53.8287,184.873,168.715,40.4149,27.176,8.68919,0.560527,3.98923,19.1838,18.5402,12.7656,0.0219627,37.0939,2.21337,1.00667,0.172641,2.98692,2.78877,0.95859,0.239545,0.0690503,0.200645,0.344142,0.299911,0.368626,0.293942,0.668538,0.129081,4.29397,0.283163,-0.245013,-0.112954,18.9754,-2.86883,86.6313,-0.357967,0.667045,-3.279086858034134,0.7425617948174477,0.380643,999,2.15039,-2.05158,1.43678,2.15039,2.05158,3.0843,172.3,3.19074074,172.3,3.19074074,,,,,,,,,,,,,,,,,,,"Andy Ibanez","18819",628451
"Randal Grichuk","NYY",63.3434,231.705,213.261,52.0007,31.4905,10.9481,0.815552,8.74662,26.897,28.1137,14.3784,0.45974,47.9869,2.21722,1.73809,0.110002,3.77485,0.769475,0.408713,0.243836,0.0620547,0.207104,0.299631,0.296191,0.425862,0.31078,0.722053,0.182026,3.14935,0.273301,0.0847191,-0.327893,26.9496,-0.428071,98.1975,-0.243174,-0.385919,-0.7367847412824631,-3.535709649324417,0.365194,999,1.54484,0.396136,1.13735,1.54484,-0.396136,3.48353,250.3,3.973015873,250.3,3.973015873,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Rob Refsnyder","SEA",62.6762,234.03,205.561,48.8486,31.8684,9.52726,0.367594,7.08536,26.7354,26.9421,23.4362,0.822021,61.7995,3.11309,1.68504,0.23496,4.47374,2.68498,0.815546,0.237636,0.100142,0.264066,0.37923,0.322496,0.390966,0.313137,0.713462,0.15333,3.75073,0.301843,-0.171256,-0.177213,27.668,0.0155404,106.784,-0.348468,-0.68642,1.5226466059684753,-6.082517623901367,0.357589,999,1.81566,-0.560946,1.13326,1.81566,0.560946,3.48898,244.1,3.874603174,244.1,3.874603174,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Jeremiah Jackson","BAL",58.9335,235.892,220.31,52.3266,33.97,10.7895,0.923593,6.64349,26.3372,26.0512,12.256,0.0249683,56.5106,1.61403,1.56439,0.147911,4.19149,3.37905,1.67988,0.237514,0.051956,0.239561,0.21688,0.280799,0.385338,0.288925,0.666137,0.147824,4.59889,0.287822,0.138578,-0.32779,23.251,-4.62149,85.0177,-0.189212,-0.802004,-4.354700177907944,-0.2858200669288635,0.355894,999,2.14528,-0.489616,1.15843,2.14528,0.489616,3.45543,216.7,3.672881355,216.7,3.672881355,,,,,,,,,,,,,,,,,,,"Jeremiah Jackson","22239",669236
"Taylor Trammell","HOU",11.8695,40.1934,35.5927,7.2368,4.26392,1.99815,0.0603418,0.914388,4.78984,4.50831,4.27566,0.0303369,12.6281,0.165453,0.126069,0.0334736,0.415076,0.520298,0.216326,0.203323,0.106377,0.314184,0.338583,0.290785,0.339924,0.281033,0.630709,0.136601,4.20084,0.285098,0.0238826,-0.041797,3.70416,-1.04499,78.712,-0.0179144,3.53589,-1.0263799503445625,2.986379086971283,0.342071,999,3.64277,-0.452272,1.89481,3.64277,0.452272,2.47359,32.3,2.691666666,32.3,2.691666666,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Brett Harris","ATH",46.6565,167.343,148.492,33.8459,23.2387,6.54717,0.176072,3.88398,18.3053,16.134,13.6879,0.0529843,36.0376,2.82038,1.20584,1.13628,2.97844,2.19542,0.791884,0.22793,0.0817958,0.215352,0.379823,0.302962,0.352861,0.291058,0.655823,0.124931,3.77491,0.272936,-0.0438681,-0.147253,16.7841,-2.98873,84.6496,-0.191122,0.768007,-3.227183058857918,0.8989177793264389,0.341246,999,1.9795,1.10347,1.42338,1.9795,-1.10347,3.10216,152.3,3.240425531,152.3,3.240425531,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Alex Jackson","MIN",14.2069,47.0929,43.4222,8.74434,4.86408,2.24799,0.0271849,1.60508,5.64635,5.45396,3.09756,0.0357417,15.5485,0.375308,0.128281,0.0696085,0.646975,0.0838361,0.0475727,0.20138,0.0657754,0.330167,0.199218,0.259812,0.365296,0.272581,0.625108,0.163916,2.89615,0.270459,0.00556144,-0.0575164,4.01688,-1.54751,71.557,-0.051955,2.22574,-1.630667582154274,3.321954131126404,0.338874,999,2.54447,-0.707549,1.83895,2.54447,0.707549,2.54806,41,2.928571428,41,2.928571428,,,,,,,,,,,,,,,,,,,"Alex Jackson","17276",656577
"Emmanuel Rodriguez","MIN",11.7454,46.9189,39.8743,8.54252,5.49251,1.7532,0.124556,1.17225,6.1041,4.50095,6.6936,0.0666614,15.954,0.187671,0.120954,0.0423135,0.529592,1.12394,0.198801,0.214236,0.142663,0.340035,0.419555,0.32903,0.352648,0.306457,0.681677,0.138412,5.12557,0.322282,-0.0619158,0.062129,5.29248,-0.251345,94.8926,0.000213149,2.13165,-0.28222140345314983,1.8986053168773651,0.330598,999,2.9405,-0.0286017,1.89019,2.9405,0.0286017,2.47974,48.5,4.041666666,48.5,4.041666666,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"Elias Díaz","KCR",24.8751,86.5815,79.7595,17.7003,12.5581,3.39092,0.0482382,1.70306,9.63617,9.30405,5.79256,0.0799919,21.0026,0.342855,0.231166,0.455484,1.97888,0.133381,0.0580087,0.221921,0.0669029,0.242576,0.275802,0.276754,0.329703,0.268119,0.606457,0.107781,2.37177,0.279258,-0.122786,-0.11996,7.07144,-3.15884,68.8921,-0.242746,1.76249,-3.4260750710964203,3.6818697452545166,0.325977,999,4.7125,-0.00838113,1.69522,4.7125,0.00838113,2.73971,66.3,2.652,66.3,2.652,,,,,,,,,,,,,,,,,,,"Elias Diaz","11680",553869
"Ryan Mountcastle","BAL",45.4739,182.737,168.325,43.1414,28.6111,8.43614,0.231927,5.86228,20.3519,22.1149,10.9116,0.0603843,45.2549,1.29046,2.13505,0.0747487,3.52872,1.10541,0.248975,0.256298,0.0597121,0.247651,0.241114,0.302983,0.413654,0.309716,0.716636,0.157355,3.06109,0.31237,0.0467504,-0.149913,21.0964,-0.495337,99.3403,-0.103163,1.20828,-0.24525538831949234,-2.938470959663391,0.31776,999,3.63814,1.23418,1.4462,3.63814,-1.23418,3.07174,190.3,4.228888888,190.3,4.228888888,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Angel Martínez","CLE",69.9971,275.233,250.814,57.8303,38.3184,12.4916,1.07748,5.94281,30.1611,26.4475,17.1694,0.179587,58.7703,2.7311,2.24865,2.27066,3.90803,4.67384,1.47818,0.230571,0.0623811,0.213529,0.292143,0.284767,0.360049,0.282227,0.644816,0.129479,4.73686,0.275486,0.184961,-0.0537284,25.632,-6.88893,80.1441,0.131233,-1.20736,-6.309931382536888,-0.2977181077003479,0.29317,999,1.38511,1.15449,1.03503,1.38511,-1.15449,3.61996,237.4,3.391428571,237.4,3.391428571,,,,,,,,,,,,,,,,,,,"Angel Martinez","26540",682657
"Nick Loftin","KCR",37.3637,136.018,120.885,28.3131,19.7772,5.92124,0.202263,2.41237,14.482,13.4219,12.1588,0.0719722,22.1472,1.41083,1.20901,0.354858,2.65091,1.82764,0.71622,0.234215,0.0893911,0.162825,0.549002,0.308725,0.346412,0.291145,0.655137,0.112197,3.65045,0.265555,0.0385186,-0.147447,13.6521,-2.41958,84.71,-0.108929,1.67354,-2.566983364522457,0.7365657091140747,0.283716,999,2.36817,-0.371459,1.58297,2.36817,0.371459,2.88937,112,3.027027027,112,3.027027027,,,,,,,,,,,,,,,,,,,"Nick Loftin","27630",679845
"Mitch Garver","SEA",32.3061,121.769,106.323,21.9991,13.7227,3.54717,0.0937194,4.63553,13.1701,14.017,12.9427,0.114624,34.1177,1.98303,0.462344,0.0579145,1.81355,0.487616,0.161397,0.206909,0.106289,0.280184,0.379354,0.303381,0.37283,0.299725,0.676211,0.165921,2.59115,0.255227,-0.18649,-0.156942,13.0701,-1.31784,97.5448,-0.343432,-3.34893,-0.6957958936691284,-0.8561773300170898,0.270014,999,5.79882,-0.0262327,1.48496,5.79882,0.0262327,3.02005,120.8,3.775,120.8,3.775,,,,,,,,,,,,,,,,,,,"Mitch Garver","15161",641598
"Zack Gelof","ATH",41.9388,160.878,144.826,31.4401,19.2496,6.77836,0.145116,5.26699,19.6326,16.9474,12.9939,0.0761324,53.9743,1.18001,1.30693,0.570238,1.56014,4.78313,1.45616,0.217088,0.0807691,0.335499,0.240743,0.284541,0.374998,0.288443,0.659539,0.15791,4.93062,0.301213,0.19253,0.140155,15.7942,-3.21472,82.8538,0.332686,-0.582623,-2.9275412261486053,0.06458044052124023,0.264154,999,4.45344,0.443919,1.40317,4.45344,-0.443919,3.12911,144.6,3.442857142,144.6,3.442857142,,,,,,,,,,,,,,,,,,,"Zack Gelof","29766",680869
"J.C. Escarra","NYY",41.5486,142.062,126.288,27.7093,18.4496,5.95123,0.620647,2.68782,14.2016,14.1039,12.6218,0.162856,27.3712,1.55172,1.44583,0.154919,2.13408,1.28561,0.287733,0.219413,0.0888469,0.192671,0.461134,0.295142,0.340216,0.281676,0.635358,0.120803,4.17928,0.256171,-0.132883,-0.0750009,13.1665,-3.61929,78.2051,-0.207884,-0.543103,-3.8673584312200546,1.5727970004081726,0.257156,999,2.79262,0.283078,1.49431,2.79262,-0.283078,3.00759,129,3.071428571,129,3.071428571,,,,,,,,,,,,,,,,,,,"J.C. Escarra","20084",641555
