Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ezequiel Duran","TEX",78.8627,285.491,265.243,62.1231,41.8061,14.0066,0.936006,5.37435,29.9093,26.0789,14.3893,0.20089,68.8128,3.10198,1.81114,0.945996,3.78252,8.57626,2.2744,0.234212,0.0504018,0.241033,0.209108,0.279795,0.354862,0.277513,0.634657,0.12065,5.37699,0.294237,-0.351542,0.393711,25.4947,-8.23831,77.1177,0.0421696,-1.18704,-7.657376233488321,0.3268066644668579,0.255329,999,1.82592,-0.401452,1.18749,1.82592,0.401452,3.41667,238,3.012658227,238,3.012658227,,,,,,,,,,,,,,,,,,,"Ezequiel Duran","23733",677649
"Leody Taveras","BAL",22.5588,84.536,77.3826,18.0194,12.3613,3.45503,0.132669,2.07043,9.59677,8.60953,5.66828,0.093959,18.4323,0.118945,0.8578,0.508368,0.836201,3.50044,0.888134,0.232861,0.0670516,0.218041,0.307518,0.283319,0.361206,0.281199,0.644525,0.128345,5.46257,0.276232,-0.000891748,0.217192,7.80215,-2.18644,79.6958,0.2163,1.37682,-1.8067216277122498,1.3451727330684662,0.250465,999,3.0258,-0.915678,1.81266,3.0258,0.915678,2.58312,74.1,3.22173913,74.1,3.22173913,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Ryan Kreidler","MIN",23.6488,82.2453,71.5859,13.764,9.2039,3.09536,0.0648138,1.39997,8.12967,6.35014,7.81532,0.000611088,26.2287,1.08036,0.583699,1.18006,0.886121,2.46592,0.667731,0.192273,0.0950244,0.318908,0.297968,0.279524,0.295993,0.260728,0.575517,0.10372,4.75639,0.277589,-0.0570946,0.100253,6.22376,-3.49416,63.3917,0.0431581,2.21672,-3.5054954923689365,3.0196122527122498,0.239909,999,2.52034,-1.27918,1.75285,2.52034,1.27918,2.66286,52.5,2.1875,52.5,2.1875,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Leo Jiménez","TOR",35.0867,118.864,104.347,23.9757,16.3532,4.68077,0.133486,2.80831,12.871,11.2405,8.83434,0.0681788,27.1746,3.60831,1.1832,0.891204,2.50858,1.00283,0.212305,0.22977,0.0743233,0.22862,0.325096,0.308702,0.357926,0.295928,0.666629,0.128156,3.57495,0.280189,-0.148308,-0.0760258,12.3918,-1.65288,89.0011,-0.224334,-1.23122,-1.7652239203453064,-0.04000961780548096,0.233872,999,3.90302,-0.375872,1.62419,3.90302,0.375872,2.83442,114,3.257142857,114,3.257142857,,,,,,,,,,,,,,,,,,,"Leo Jimenez","23782",677870
"Kristian Campbell","BOS",32.3485,126.713,112.425,27.3186,19.1616,5.04178,0.272988,2.84222,14.3833,12.8717,11.8106,0.109702,32.7278,2.05814,0.339598,0.0797237,2.15394,1.63863,0.593369,0.242994,0.0932072,0.258283,0.360872,0.325249,0.368539,0.30841,0.693788,0.125545,3.88356,0.317074,0.0198439,-0.1326,14.4942,-0.477908,92.7996,-0.112757,0.151541,-1.1881003752350807,-0.96206995844841,0.226221,740.97998046875,4.83304,0.523868,1.63287,4.83304,-0.523868,2.82284,124.9,3.903125,124.9,3.903125,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Johnathan Rodríguez","CLE",51.7234,190.903,172.758,40.948,26.8663,7.71303,0.717213,5.65142,20.5558,21.7223,16.043,0.434043,54.1833,1.09527,0.897365,0.109068,3.9588,1.37187,0.523969,0.237024,0.0840372,0.283826,0.296087,0.304445,0.388112,0.302575,0.692557,0.151088,3.76134,0.310106,-0.0936278,-0.227839,20.9323,-1.62437,94.1609,-0.321467,0.0403024,-1.6352647542953491,-2.737435221672058,0.22487,999,1.45724,-2.77861,1.31959,1.45724,2.77861,3.24055,192,3.692307692,192,3.692307692,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Jonny DeLuca","TBR",72.9546,279.114,254.998,58.1944,38.5957,11.0051,2.31726,6.27639,30.3514,27.741,18.6733,0.633665,59.2028,3.20731,1.4609,0.774371,2.42306,10.3593,2.00429,0.228215,0.0669021,0.21211,0.315412,0.287689,0.363388,0.284778,0.651077,0.135173,6.42874,0.271851,-0.415891,0.856001,26.5715,-6.40797,80.336,0.440109,0.116042,-6.046806812286377,-1.2242458909749985,0.222566,999,2.39643,3.41196,1.18094,2.39643,-3.41196,3.42541,248.9,3.409589041,248.9,3.409589041,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Andrew Knizner","SEA",30.9683,109.73,97.9727,20.9508,15.0268,3.92433,0.126173,1.87351,11.0604,9.95832,7.73668,0.035181,23.3275,2.43087,1.15014,0.439896,1.80042,0.329209,0.130769,0.213843,0.0705063,0.212589,0.331655,0.284731,0.313842,0.267914,0.598573,0.0999993,2.79638,0.258073,0.0190942,-0.153803,8.94379,-4.02169,75.6309,-0.134709,-0.794483,-3.2863687574863434,1.595045566558838,0.213364,999,2.54431,-0.390394,1.61066,2.54431,0.390394,2.85245,80,2.580645161,80,2.580645161,,,,,,,,,,,,,,,,,,,"Andrew Knizner","19514",668800
"Luke Maile","KCR",30.1772,95.2772,83.6683,17.8363,12.375,3.51213,0.139735,1.8094,9.20817,8.68656,8.24283,0.0307337,26.7203,1.2652,0.499743,1.6012,1.94031,1.35365,0.311914,0.213179,0.0865141,0.280447,0.308486,0.291903,0.323373,0.275689,0.615277,0.110195,4.09027,0.288055,-0.121855,-0.0012652,8.36727,-2.89047,74.0925,-0.12312,0.134346,-3.040539614856243,1.8847355842590332,0.211663,999,2.3047,0.879435,1.70677,2.3047,-0.879435,2.7243,76.1,2.536666666,76.1,2.536666666,,,,,,,,,,,,,,,,,,,"Luke Maile","13355",571912
"James Outman","MIN",58.4439,208.97,185.227,37.6488,22.2136,7.71987,1.00949,6.70591,25.3584,21.7944,19.4771,0.37679,72.6548,3.09299,1.06732,0.105337,1.57359,4.10123,1.08585,0.203258,0.0932051,0.34768,0.268077,0.288315,0.364446,0.287642,0.652762,0.161189,5.57134,0.289365,0.0614881,0.0824122,20.3797,-4.31171,81.9316,0.1439,0.795951,-4.3062755316495895,-0.8408531546592712,0.209257,999,1.89554,-0.0207046,1.09064,1.89554,0.0207046,3.54581,193.3,3.33275862,193.3,3.33275862,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
"Cody Freeman","TEX",48.3348,186.529,172.557,40.8829,28.2183,8.27055,0.215816,4.17818,19.747,19.5295,10.399,0.27152,29.9888,1.05626,1.60739,0.908779,3.47963,2.52576,0.857045,0.236924,0.0557499,0.160773,0.346761,0.281964,0.359994,0.279876,0.641958,0.123071,3.85844,0.262181,-0.0530272,-0.105942,17.015,-5.02477,78.7453,-0.158969,-0.190941,-4.831735894083977,0.4555114209651947,0.209105,999,2.51278,-0.0607043,1.38695,2.51278,0.0607043,3.15073,153.3,3.19375,153.3,3.19375,,,,,,,,,,,,,,,,,,,"Cody Freeman","25629",683227
"Orlando Arcia","MIN",38.6184,141.155,129.756,28.8847,19.8909,5.55767,0.0881651,3.34805,13.1781,13.5789,9.39578,0.0752371,29.947,0.652646,1.21949,0.131307,2.84971,0.300876,0.151155,0.222608,0.0665634,0.212157,0.313746,0.276075,0.344207,0.272347,0.620281,0.121599,1.97558,0.261431,0.0167547,-0.198878,12.0133,-4.6653,71.3957,-0.182123,1.1887,-4.940959736704826,2.1252121925354004,0.208982,999,2.58622,-0.336182,1.51451,2.58622,0.336182,2.98065,108,2.769230769,108,2.769230769,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Michael Helman","TEX",42.8596,151.376,138.39,29.0169,18.5468,6.56145,0.227451,3.68123,16.783,14.8354,9.00606,0.103861,35.4232,1.71213,0.793925,1.47354,1.25766,4.07468,0.88526,0.209675,0.0594947,0.234008,0.254242,0.265073,0.340176,0.265911,0.605249,0.130501,5.11644,0.253155,-0.0851838,0.259894,12.0921,-5.79408,69.1257,0.17471,1.32171,-5.333704352378845,2.1418657898902893,0.206495,999,1.60747,-0.918415,1.44415,1.60747,0.918415,3.07447,120.1,2.793023255,120.1,2.793023255,,,,,,,,,,,,,,,,,,,"Michael Helman","24605",680737
"Austin Hedges","CLE",42.4362,141.869,125.743,23.5817,16.4276,3.90825,0.0362913,3.20948,12.3951,11.5648,11.0531,0.111047,37.1222,1.4017,1.13657,2.53497,2.1,1.25964,0.736988,0.187539,0.0779105,0.261665,0.297748,0.258634,0.295771,0.248263,0.554404,0.108231,2.86049,0.235388,0.0263887,-0.239821,9.29991,-7.46299,56.7476,-0.213433,1.29088,-7.445620477199554,4.565273642539978,0.204886,999,2.20959,-0.544538,1.43859,2.20959,0.544538,3.08188,83.3,1.983333333,83.3,1.983333333,,,,,,,,,,,,,,,,,,,"Austin Hedges","12976",595978
"Sebastian Walcott","TEX",20.1506,82.0397,74.7849,17.0282,11.3896,3.68419,0.287008,1.66742,9.27706,7.55847,6.19614,0.146954,19.8309,0.520261,0.41617,0.122264,1.33625,2.46703,0.481717,0.227696,0.075526,0.241724,0.312448,0.28986,0.351523,0.28217,0.641383,0.123828,5.47692,0.286034,-0.00958859,0.177575,7.63643,-2.05719,80.3257,0.167986,0,-1.734387755393982,0.9043181538581848,0.203971,999,0.90319,-1.78915,1.79898,0.90319,1.78915,2.60136,75.4,3.77,75.4,3.77,,,,,,,,,,,,,,,,,,,"Sebastian Walcott","sa3021069",806964
"Dom Keegan","TBR",17.3165,66.268,59.9095,13.483,8.74797,2.88419,0.0755547,1.7753,6.6291,7.08383,4.8172,0.0765205,18.3366,0.680686,0.804282,0.0563663,1.0042,0.0871989,0.0367033,0.225056,0.0726927,0.276704,0.262709,0.28667,0.36462,0.284819,0.65129,0.139564,2.13503,0.288354,0.00317604,-0.0911322,6.31085,-1.51922,80.3638,-0.0879562,-0.0103049,-1.6259208843111992,1.3258426049724221,0.198764,999,2.14652,-0.69673,1.81745,2.14652,0.69673,2.57673,58.3,3.429411764,58.3,3.429411764,,,,,,,,,,,,,,,,,,,"Dom Keegan","sa3020194",681371
"Jacob Melton","TBR",42.8318,146.759,134.074,29.0417,19.0292,6.10718,0.319464,3.58585,16.9339,14.5602,10.769,0.0893168,40.7268,1.06599,0.721819,0.127556,2.07862,7.7971,1.76972,0.216609,0.0733791,0.277509,0.264421,0.278773,0.347161,0.275717,0.625934,0.130552,5.98338,0.281332,-0.11895,0.631525,12.8916,-4.44902,74.1114,0.512575,1.87357,-3.9779528975486755,0.8978317975997925,0.193045,698.5900268554688,2.70924,1.16359,1.58705,2.70924,-1.16359,2.88393,129,3,129,3,,,,,,,,,,,,,,,,,,,"Jacob Melton","31661",689200
"Everson Pereira","CHW",57.1136,219.044,197.027,43.1413,26.398,7.88642,0.835736,8.02122,27.0698,25.3044,17.8576,0.0914085,69.1663,2.65557,1.35846,0.145309,3.49488,4.41863,0.988522,0.218962,0.0815252,0.315764,0.258184,0.290795,0.389606,0.297233,0.680401,0.170645,5.33292,0.289775,-0.279183,0.169821,23.0679,-2.81384,88.8919,-0.109362,-0.951206,-2.9851563051342964,-2.7727290391921997,0.169379,999,3.69881,1.21251,1.08301,3.69881,-1.21251,3.55598,215.7,3.784210526,215.7,3.784210526,,,,,,,,,,,,,,,,,,,"Everson Pereira","23695",677592
"Ryan Bliss","SEA",26.6502,96.8581,87.4666,18.9242,12.7665,3.79315,0.262268,2.10227,10.939,9.15517,7.51628,0.0525776,25.7799,1.2973,0.231036,0.346899,1.54726,5.07077,1.78728,0.216359,0.077601,0.266162,0.291556,0.287405,0.337829,0.277951,0.625234,0.121469,5.94807,0.281231,0.0325297,0.140113,8.68399,-2.76054,82.5456,0.172642,-0.441177,-1.8199317157268524,-0.029909133911132812,0.151817,999,4.60935,-0.392827,1.76001,4.60935,0.392827,2.65332,80.7,2.988888888,80.7,2.988888888,,,,,,,,,,,,,,,,,,,"Ryan Bliss","29547",669208
"Tristan Gray","MIN",20.165,71.8367,65.5517,13.7622,8.4605,3.12346,0.107649,2.0706,7.62719,7.54349,4.55146,0.113446,20.528,0.65991,0.826225,0.247398,0.628617,0.16522,0.0738978,0.209944,0.0633584,0.28576,0.221719,0.265034,0.355639,0.270169,0.620673,0.145695,2.93129,0.267058,-0.0148566,-0.0867267,5.98677,-2.50129,69.8954,-0.101583,1.47881,-2.650475353002548,1.6516893953084946,0.15078,999,3.14248,0.490597,1.74976,3.14248,-0.490597,2.66698,57.9,2.895,57.9,2.895,,,,,,,,,,,,,,,,,,,"Tristan Gray","19877",656484
"Kameron Misner","KCR",17.9321,65.7651,58.4287,11.968,7.61701,2.63407,0.154363,1.56255,7.46652,6.28857,6.78326,0.0513097,21.4736,0.215485,0.210066,0.127661,0.58183,2.28039,0.329593,0.204831,0.103144,0.326519,0.315889,0.288962,0.335425,0.278378,0.624387,0.130594,5.65515,0.292266,-0.162927,0.224955,5.9191,-1.85156,75.9398,0.0620278,1.45295,-1.8081340119242668,1.037854254245758,0.148915,999,2.76841,0.447608,1.81601,2.76841,-0.447608,2.57865,61.5,3.416666666,61.5,3.416666666,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Oswald Peraza","LAA",61.3655,218.072,198.656,42.4946,29.2044,7.34889,0.209992,5.73136,23.5835,20.5484,15.4088,0.180642,57.9852,2.80024,1.0368,0.170439,3.0706,6.96111,1.70178,0.213911,0.0706592,0.265899,0.265737,0.278583,0.33957,0.273436,0.618153,0.125659,4.92952,0.270366,0.00613338,0.383497,18.7522,-7.01468,71.7256,0.38963,0.737774,-6.877555102109909,0.7828692719340324,0.144363,999,4.05844,-0.029118,1.26583,4.05844,0.029118,3.31223,174.6,2.862295081,174.6,2.862295081,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Gio Urshela","MIN",26.533,100.561,93.2128,23.7684,16.8214,4.8847,0.0747299,1.98763,9.24428,10.205,6.11692,0.0542984,19.067,0.12627,0.773487,0.331569,2.34993,0.235144,0.120555,0.254991,0.0608279,0.189606,0.320812,0.299429,0.372969,0.293585,0.672398,0.117978,2.10878,0.298646,-0.0691106,-0.154247,10.2924,-1.58966,86.0256,-0.223357,-0.330595,-1.8796491622924805,-0.1941089779138565,0.141947,999,4.41884,0.373248,1.79694,4.41884,-0.373248,2.60408,92.7,3.433333333,92.7,3.433333333,,,,,,,,,,,,,,,,,,,"Gio Urshela","10681",570482
"Isiah Kiner-Falefa","BOS",54.3761,209.382,194.475,48.6559,37.883,7.65522,1.00653,2.11117,21.7748,18.4623,9.58104,0.0747525,35.2639,2.49109,1.21948,1.61531,4.54878,6.08281,1.67157,0.250191,0.0457586,0.168419,0.271696,0.292289,0.332473,0.275796,0.624762,0.0822818,5.50417,0.293992,0.26452,0.202731,18.4062,-6.33393,70.3335,0.467251,-0.0714258,-6.853893160820007,0.9866166189312935,0.137029,999,3.45513,0.620974,1.53908,3.45513,-0.620974,2.9479,169.9,3.146296296,169.9,3.146296296,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Derek Hill","CHW",33.7436,124.365,113.163,26.2173,18.0361,4.70362,0.466095,3.01152,13.9243,11.6453,7.28479,0.0293489,35.5056,1.3831,1.03531,1.49853,1.73282,3.949,1.00619,0.231677,0.058576,0.285496,0.205173,0.283928,0.361316,0.282439,0.645245,0.129639,5.75938,0.306625,-0.0268097,0.20165,11.6033,-3.09141,78.729,0.17484,-0.0970341,-2.9517472833395004,0.07654427736997604,0.136468,999,4.4125,0.685337,1.66326,4.4125,-0.685337,2.78231,104.1,3.061764705,104.1,3.061764705,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Justyn-Henry Malloy","TBR",57.2306,207.434,178.503,42.2312,28.8225,8.51335,0.141161,4.75418,23.6388,22.8315,24.4428,0.0530589,58.1004,2.7794,1.60215,0.106678,2.7397,1.08602,0.363176,0.236585,0.117834,0.280091,0.4207,0.334994,0.36576,0.312985,0.700754,0.129175,2.86391,0.319631,0.0219962,-0.301163,24.4982,-0.0117674,99.7127,-0.279167,-2.22416,-0.3496084064245224,-5.361003160476685,0.134015,999,1.85556,-0.352829,1.22772,1.85556,0.352829,3.36304,212.2,3.722807017,212.2,3.722807017,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Alejandro Osuna","TEX",24.076,85.9578,76.476,18.0568,12.7961,3.75558,0.136798,1.36825,9.85135,7.96577,7.60712,0.204408,18.5624,1.18915,0.342906,0.34268,1.1571,2.55037,0.915499,0.23611,0.0884982,0.215948,0.409813,0.313648,0.342469,0.292414,0.656117,0.106359,4.8637,0.293356,0.00186874,-0.00603549,8.71604,-1.44054,87.3822,-0.00416675,0.745162,-1.2824951685033739,-0.36946600675582886,0.133678,999,2.85776,-0.525462,1.8058,2.85776,0.525462,2.59227,75.7,3.154166666,75.7,3.154166666,,,,,,,,,,,,,,,,,,,"Alejandro Osuna","27915",696030
"Carlos Cortes","ATH",42.7949,150.854,136.893,31.8785,19.8484,7.33138,0.227264,4.47145,16.9719,17.4795,11.8287,0.14925,32.8768,0.781043,1.24978,0.100774,2.46075,0.797546,0.171408,0.232871,0.0784117,0.217938,0.359788,0.295107,0.387738,0.297491,0.682845,0.154867,3.08415,0.271909,-0.129981,-0.123978,15.9182,-1.90631,89.0688,-0.25396,0.339325,-2.2029446363449097,-1.6419183611869812,0.128983,999,1.98664,3.16049,1.43857,1.98664,-3.16049,3.08191,141,3.279069767,141,3.279069767,,,,,,,,,,,,,,,,,,,"Carlos Cortes","21842",666126
"George Valera","CLE",92.8926,357.826,318.738,70.6411,45.4936,13.1607,0.974477,11.0123,40.1168,37.6389,34.6373,0.289024,99.0571,2.03633,1.8747,0.539309,6.10919,2.3199,0.77354,0.221628,0.0967994,0.276831,0.34967,0.300361,0.372681,0.296425,0.673042,0.151054,3.58315,0.283214,-0.111854,-0.393332,37.4484,-4.83148,89.9242,-0.505186,0.105476,-4.754538476467133,-6.358924135565758,0.123012,999,3.31912,0.895509,0.518993,3.31912,-0.895509,4.30801,337.4,3.627956989,337.4,3.627956989,,,,,,,,,,,,,,,,,,,"George Valera","22541",671655
"Kyren Paris","LAA",21.1039,76.6922,68.9177,13.8634,8.29218,2.98491,0.182834,2.40345,8.56217,6.85146,6.86505,0.0118897,26.0029,0.595645,0.161604,0.152155,0.756295,3.33771,0.507741,0.201158,0.0895143,0.339055,0.264011,0.2786,0.354398,0.27976,0.632998,0.15324,5.94954,0.281757,-0.136506,0.355697,6.98861,-2.07316,76.082,0.21919,0.172385,-1.942771553993225,0.49806252121925354,0.122254,999,2.80656,-0.662147,1.78633,2.80656,0.662147,2.61822,63.8,3.038095238,63.8,3.038095238,,,,,,,,,,,,,,,,,,,"Kyren Paris","26420",677347
"Shane McGuire","ATH",7.23865,26.6152,23.6987,5.05828,4.00227,0.735141,0.027454,0.293423,2.64124,2.18923,2.66598,0.0401747,6.72051,0.117094,0.0754227,0.0580689,0.430073,0.115006,0.059223,0.213442,0.100167,0.252506,0.396693,0.295263,0.283923,0.263739,0.579186,0.0704814,2.73594,0.284297,0.0162146,-0.045781,2.07913,-1.06566,65.8837,-0.0295664,0.775555,-1.1027595661580563,1.3340928554534912,0.115829,999,2.21268,-0.159424,1.99382,2.21268,0.159424,2.34158,15.9,2.271428571,15.9,2.271428571,,,,,,,,,,,,,,,,,,,"Shane McGuire","sa3017284",676063
"Nate Eaton","BOS",24.2565,81.5489,74.6327,16.779,11.7262,3.52738,0.134133,1.39131,9.09801,7.72831,5.11959,0.0693725,20.4158,1.11267,0.293927,0.390036,0.939006,3.0696,0.86157,0.224821,0.0627794,0.25035,0.250766,0.283533,0.331605,0.272615,0.615138,0.106784,5.51002,0.289681,0.0110265,0.142994,6.95812,-2.67751,68.1423,0.154021,2.18544,-2.9079813808202744,1.2288183569908142,0.115369,999,2.746,-0.696295,1.8059,2.746,0.696295,2.59213,62.1,2.5875,62.1,2.5875,,,,,,,,,,,,,,,,,,,"Nate Eaton","25055",681987
"Jahmai Jones","DET",42.8447,138.919,121.006,28.7884,17.5797,6.45278,0.737221,4.01873,17.8237,15.4218,13.5669,0.174,34.4525,2.80153,0.693175,0.851457,1.79919,2.64191,0.917822,0.237908,0.0976605,0.248003,0.393787,0.327063,0.403052,0.320762,0.730114,0.165144,5.30328,0.297611,0.0220341,-0.0704476,17.2837,0.869311,105.254,-0.0484135,-0.31131,0.8118872381746769,-4.498804897069931,0.111978,999,2.83483,1.27215,1.52293,2.83483,-1.27215,2.96942,156,3.627906976,156,3.627906976,,,,,,,,,,,,,,,,,,,"Jahmai Jones","18872",663330
"Willie MacIver","TEX",9.47598,33.1732,30.3528,6.6279,4.42547,1.67145,0.0377514,0.49324,2.95525,3.04747,2.38618,0.00538,8.94872,0.31273,0.0831284,0.0383132,0.491868,0.476044,0.122897,0.218362,0.071931,0.269758,0.26665,0.28148,0.324667,0.269684,0.606148,0.106305,3.74515,0.29221,-0.00795634,-0.002117,2.75153,-1.16814,71.7244,-0.0100733,0.333442,-1.115606814622879,1.0646134316921234,0.1116,999,2.3902,-0.360543,1.97815,2.3902,0.360543,2.36246,21,2.333333333,21,2.333333333,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
"Masataka Yoshida","BOS",51.4797,208.044,188.273,51.2523,36.2976,10.0804,0.182871,4.69138,23.3152,25.9233,14.6968,0.375945,27.3234,3.40646,1.54732,0.120789,4.49673,2.36283,0.383439,0.272223,0.0706426,0.131335,0.537883,0.333563,0.402461,0.322144,0.736024,0.130238,3.64291,0.295052,-0.309443,-0.0411132,26.1172,1.53521,102.261,-0.350556,-0.96726,0.2037505805492401,-6.274119019508362,0.111539,999,3.14383,1.16482,1.49138,3.14383,-1.16482,3.01149,231.4,4.537254901,231.4,4.537254901,,,,,,,,,,,,,,,,,,,"Masataka Yoshida","31837",807799
"Kevin Newman","KCR",7.51376,25.2694,23.583,5.61767,4.11857,1.33269,0.0286668,0.137736,3.02963,2.01862,1.35776,0.0298,4.37041,0.0673946,0.084261,0.176914,0.557633,0.15944,0.087501,0.238208,0.0537314,0.172953,0.310671,0.280675,0.314671,0.263167,0.595346,0.0764632,3.66436,0.286022,0.0534049,-0.0403462,1.96225,-1.02352,65.4904,0.0130587,1.09679,-1.0176095748320222,1.2127475962042809,0.107465,999,3.08996,0.14979,2.01216,3.08996,-0.14979,2.31712,15.5,1.9375,15.5,1.9375,,,,,,,,,,,,,,,,,,,"Kevin Newman","17696",621028
"Ben Cowles","TOR",5.55574,20.1004,18.5364,4.09735,2.77434,1.05254,0.0300987,0.240371,1.81328,1.74711,1.38442,0.00522961,5.74344,0.101887,0.0589671,0.0186488,0.25745,0.190822,0.0760403,0.221043,0.0688753,0.285738,0.241043,0.278047,0.319975,0.265509,0.598022,0.0989321,3.56058,0.305828,0.0181381,-0.0210684,1.59909,-0.775925,68.047,-0.00293025,0.921503,-0.7599168070591986,1.0929761826992035,0.104858,999,3.53686,-0.222623,2.03125,3.53686,0.222623,2.29166,9.3,1.55,9.3,1.55,,,,,,,,,,,,,,,,,,,"Ben Cowles","sa3016976",701496
"Gabriel Gonzalez","MIN",12.5891,49.2195,45.2062,11.8442,8.24101,2.54612,0.0515656,1.00547,5.07836,5.20689,2.94048,0.0313056,8.89194,0.884898,0.139071,0.0487675,0.925339,0.264459,0.108475,0.262003,0.0597423,0.180659,0.330691,0.318677,0.387332,0.310149,0.706009,0.125329,2.81983,0.305764,0.0172492,-0.0709824,5.69951,-0.116148,97.4356,-0.0537332,0.065183,-0.20249516516923904,-0.5176435261964798,0.0996437,999,2.3589,-0.189153,1.95825,2.3589,0.189153,2.389,52.3,4.023076923,52.3,4.023076923,,,,,,,,,,,,,,,,,,,"Gabriel Gonzalez","sa3015723",694224
"Austin Slater","DET",27.0579,96.5359,85.9816,19.4177,12.8405,3.58818,0.0974494,2.89164,11.5399,9.87349,9.6928,0,28.1969,0.392608,0.268963,0.19995,2.10546,0.749368,0.188868,0.225836,0.100406,0.292087,0.343754,0.306253,0.370727,0.299519,0.67698,0.144891,3.39921,0.299592,-0.00170327,-0.0788203,10.3456,-1.0609,90.6208,-0.0805235,0.0227486,-1.1476806849241257,-1.2299323938786983,0.0966849,999,4.18686,0.273775,1.66935,4.18686,-0.273775,2.77421,92.1,3.411111111,92.1,3.411111111,,,,,,,,,,,,,,,,,,,"Austin Slater","16153",596103
"Bryce Teodosio","LAA",59.6249,217.642,199.762,41.807,29.1483,8.05803,1.71738,2.88324,22.0629,16.4668,11.6115,0.00167846,67.7379,3.39264,1.545,1.33042,2.37754,9.03103,1.93189,0.209284,0.0533512,0.311235,0.171418,0.262636,0.310116,0.253722,0.572751,0.100832,7.09656,0.297841,-0.0208808,0.723592,15.2316,-10.4844,58.1453,0.702711,2.56491,-10.033712983131409,3.485044777393341,0.0964002,999,2.32545,-0.711294,1.40987,2.32545,0.711294,3.12017,154.5,2.575,154.5,2.575,,,,,,,,,,,,,,,,,,,"Bryce Teodosio","29524",669326
"Tre' Morgan","TBR",13.6874,53.6004,47.6525,11.8337,8.48654,2.09513,0.0897803,1.16227,6.04326,5.31154,5.40089,0.174391,10.8631,0.346133,0.147691,0.0532067,0.942473,0.556313,0.173129,0.248334,0.100762,0.202668,0.497179,0.328322,0.36924,0.308881,0.697562,0.120906,3.63382,0.298295,0.00307692,-0.0524506,6.15165,-0.181651,96.8933,-0.0493737,0.420194,-0.24618621915578842,-0.6359319984912872,0.0953501,999,2.22917,-0.147676,1.91869,2.22917,0.147676,2.44175,51.3,3.664285714,51.3,3.664285714,,,,,,,,,,,,,,,,,,,"Tre' Morgan","sa3022919",691003
"Joey Loperfido","HOU",93.8745,345.24,313.788,72.1133,48.1462,14.5151,1.74753,7.70447,37.8807,34.2302,21.8895,0.983806,96.5523,5.78139,1.75222,2.02839,4.91387,6.18209,1.89002,0.229815,0.0634037,0.279667,0.226711,0.290737,0.36087,0.285641,0.651607,0.131055,5.29086,0.304845,-0.0868662,-0.0316043,33.1084,-7.68436,81.8862,-0.11847,0.609647,-7.48907595872879,-3.482238292694092,0.0932349,999,5.50647,-0.0606232,0.768769,5.50647,0.0606232,3.97497,309.1,3.288297872,309.1,3.288297872,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Tanner Murray","CHW",17.8648,70.1048,65.742,15.0597,10.3816,3.36016,0.0561531,1.26182,6.73325,6.45957,3.27539,0.0072015,16.6338,0.825144,0.178445,0.0837836,1.12348,0.295468,0.101424,0.229073,0.0467213,0.23727,0.196912,0.273636,0.339473,0.269706,0.613109,0.1104,2.89564,0.287308,-0.00612505,-0.0780001,5.81605,-2.46737,69.9822,-0.0841252,0.887315,-2.571329742670059,1.1017412692308426,0.0923943,999,2.94185,-0.0751878,1.83129,2.94185,0.0751878,2.55827,48.1,2.672222222,48.1,2.672222222,,,,,,,,,,,,,,,,,,,"Tanner Murray","sa3016805",695020
