Name,Team,Age,xwOBA,Spd,Barrel%,HardHit%,xBA,xSLG,NameASCII,PlayerId,MLBAMID
"Jake Burger","TEX",29,0.32448046258155333,3.1204176264393784,0.13909774,0.48496241,0.2457945534352506,0.4775039587128028,"Jake Burger",22275,669394
"Austin Slater","- - -",32,0.3324462684096804,5.452035018700331,0.14285714,0.47959184,0.2467145380908496,0.47568580875658006,"Austin Slater",16153,596103
"Dillon Dingler","DET",26,0.3512107619911816,2.4739640087500003,0.09174312,0.45565749,0.29045368063038796,0.47505570334949715,"Dillon Dingler",27464,693307
"Wilyer Abreu","BOS",26,0.3353505006961869,3.1629981585825613,0.12318841,0.44927536,0.24256068579952456,0.47477873528610925,"Wilyer Abreu",23772,677800
"Mike Trout","LAA",33,0.35846948623657227,3.109835220151181,0.15789474,0.49122807,0.23555022858001373,0.4740536867917239,"Mike Trout",10155,545361
"Bo Bichette","TOR",27,0.35305656530918217,2.715878285320005,0.07894737,0.48785425,0.2951087688577586,0.47350000841864226,"Bo Bichette",19612,666182
"Tristan Gray","TBR",29,0.3490746442009421,1.30357142125,0.13114754,0.44262295,0.25716224083533656,0.47342579181377703,"Tristan Gray",19877,656484
"Kody Clemens","MIN",29,0.3316926879882813,5.784904677850783,0.12252964,0.49011858,0.2434811634052534,0.4681845746082295,"Kody Clemens",20572,665019
"Lenyn Sosa","CHW",25,0.3262495791845974,2.629213377224559,0.10379747,0.43797468,0.2631703162378119,0.4668820107630057,"Lenyn Sosa",22896,672820
"Yainer Diaz","HOU",26,0.3259947321131217,2.194609827656588,0.09555556,0.42222222,0.26828638712565106,0.46548727530020256,"Yainer Diaz",23003,673237
"Ryan O'Hearn","BAL",31,0.3648339175106434,3.4708579987955477,0.0876494,0.48605578,0.2849207263934188,0.4651528762768002,"Ryan O'Hearn",16442,656811
"Jorge Polanco","SEA",31,0.3426868732158954,2.9281386595350813,0.10327456,0.45843829,0.2663824968277269,0.4640948706624867,"Jorge Polanco",13152,593871
"Ryan Fitzgerald","MIN",31,0.3433938760023851,5.439324539587414,0.13157895,0.34210526,0.22371173434787325,0.463502926296658,"Ryan Fitzgerald",24622,680837
"Vinnie Pasquantino","KCR",27,0.3335446732132523,1.7626352989422596,0.10789981,0.44701349,0.25866351643748736,0.46308645023475364,"Vinnie Pasquantino",27676,686469
"Gleyber Torres","DET",28,0.3634899084647877,2.7822307220070783,0.08219178,0.39041096,0.269040526194312,0.4621450420602342,"Gleyber Torres",16997,650402
"Addison Barger","TOR",25,0.33082439338177505,3.6653503213535306,0.11403509,0.50877193,0.2547590836234715,0.4621107018512228,"Addison Barger",24598,680718
"Jordan Westburg","BAL",26,0.3283083445665843,3.85181227867837,0.1124498,0.43373494,0.2539283682446961,0.46150305511754586,"Jordan Westburg",27815,676059
"Shea Langeliers","ATH",27,0.32702307434670036,3.6674922902623357,0.10966057,0.4464752,0.2510356344438497,0.4605702675536088,"Shea Langeliers",25816,669127
"Yandy Díaz","TBR",33,0.3535389410001095,2.4896081123532237,0.08266129,0.52419355,0.2855189498320583,0.4596265113064987,"Yandy Diaz",16578,650490
"Tyler Soderstrom","ATH",23,0.34126441709456906,3.5729121067666227,0.11374408,0.49763033,0.2614124823554897,0.45711881743347493,"Tyler Soderstrom",27467,691016
"Rob Refsnyder","BOS",34,0.3380052126370944,3.904924663668788,0.12307692,0.52307692,0.24306064647632641,0.4565284225966904,"Rob Refsnyder",13770,608701
"Spencer Torkelson","DET",25,0.3338547108888997,2.67524441013987,0.13533835,0.45112782,0.22636904132090918,0.45587884554007546,"Spencer Torkelson",27465,679529
"Andrew Vaughn","CHW",27,0.31253275105372613,0.193532815,0.13286713,0.48251748,0.24805565911370356,0.4510471653293919,"Andrew Vaughn",26197,683734
"Taylor Ward","LAA",31,0.33286587349237634,3.504301466737571,0.13658537,0.42682927,0.23101139892156466,0.45040334856366043,"Taylor Ward",17548,621493
"Paul Goldschmidt","NYY",37,0.3294777906578006,4.362093774696566,0.0786802,0.43401015,0.26580234034105493,0.44952461508999614,"Paul Goldschmidt",9218,502671
"Wyatt Langford","TEX",23,0.34610491300884044,4.9092544485299285,0.13994169,0.48396501,0.23863128162844294,0.4482877454387142,"Wyatt Langford",33333,694671
"Carlos Cortes","ATH",28,0.3164538951835247,2.8303571400000003,0.09210526,0.44736842,0.26965396962267285,0.44634689168727143,"Carlos Cortes",21842,666126
"José Ramírez","CLE",32,0.3417029512845553,6.609263754611706,0.07047619,0.36952381,0.2839079934197503,0.4460234255404086,"Jose Ramirez",13510,608070
"Colt Keith","DET",23,0.3413430648901733,3.385513613239669,0.09177215,0.43670886,0.2572150115229657,0.44432248470287966,"Colt Keith",27899,690993
"Kyle Manzardo","CLE",24,0.3223478609312234,2.650916227423488,0.11764706,0.43823529,0.22371434962495845,0.44326710802443486,"Kyle Manzardo",29794,700932
"Carlos Correa","- - -",30,0.3382442953664547,1.2539682462500001,0.06823529,0.45882353,0.27993245071239686,0.4387346331992846,"Carlos Correa",14162,621043
"Matt Wallner","MIN",27,0.3267594749665321,4.504189237693678,0.13839286,0.45535714,0.20487586633482976,0.4372209235803405,"Matt Wallner",26466,670242
"Matt Vierling","DET",28,0.33818099975585936,3.510758451452849,0.12121212,0.45454545,0.2503408301960338,0.4358178052035245,"Matt Vierling",21558,663837
"Christian Walker","HOU",34,0.31418450822666033,2.7583148594498654,0.12864078,0.46116505,0.23286484938401442,0.4352686955378606,"Christian Walker",13419,572233
"Jeremy Peña","HOU",27,0.33391561136617287,5.467043026832959,0.08188586,0.4292804,0.2698477768316502,0.43191748518284745,"Jeremy Pena",21636,665161
"Zach Cole","HOU",24,0.30474530733548677,6.143963889895653,0.14814815,0.48148148,0.1978767476183303,0.4306647929739445,"Zach Cole",31583,805904
"Jac Caglianone","KCR",22,0.3214546400925209,3.5803537558013545,0.12025316,0.42405063,0.2370117732456752,0.4305542718796503,"Jac Caglianone",35041,695506
"Andrew Benintendi","CHW",30,0.3196951917422715,3.221607874719627,0.11014493,0.36811594,0.2336782428066126,0.43040367747037606,"Andrew Benintendi",17901,643217
"Cody Bellinger","NYY",29,0.32659346622858443,5.563392484623247,0.07495069,0.37869822,0.25380602631552635,0.42952905335930835,"Cody Bellinger",15998,641355
"Ryan Mountcastle","BAL",28,0.3134901711110319,3.2925485695978507,0.11666667,0.47083333,0.2541915801356566,0.4288537984888359,"Ryan Mountcastle",18373,663624
"Alex Bregman","BOS",31,0.3371211106215066,1.9691121238301577,0.06575342,0.44383562,0.2536145886427811,0.42733517970554274,"Alex Bregman",17678,608324
"Adolis García","TEX",32,0.30361353323000284,4.208444064495701,0.11609499,0.46701847,0.23197107729704483,0.42659693178923236,"Adolis Garcia",19287,666969
"CJ Kayfus","CLE",23,0.3223185295606182,6.750306670412225,0.09195402,0.36781609,0.24155426025390625,0.426585437805672,"CJ Kayfus",33704,692216
"Luis Robert Jr.","CHW",27,0.32141453168968454,5.631833815467523,0.10108303,0.41155235,0.24627538982190583,0.4258723208778783,"Luis Robert Jr.",20043,673357
"Zach Dezenzo","HOU",25,0.31631567718785836,4.30381777934762,0.16393443,0.40983607,0.2248597242394272,0.42555828483737246,"Zach Dezenzo",31562,701305
"Victor Caratini","HOU",31,0.3291435142616173,1.8596400475540646,0.07719298,0.40701754,0.2551789798124886,0.4249946438536352,"Victor Caratini",14968,605170
"Logan O'Hoppe","LAA",25,0.30078945583767364,2.1698201167011093,0.13286713,0.46853147,0.2277708662317154,0.4249487622128029,"Logan O'Hoppe",24729,681351
"Gunnar Henderson","BAL",24,0.34076161020073614,6.522109733687716,0.08539326,0.48988764,0.27565210152670977,0.42492247043895887,"Gunnar Henderson",26289,683002
"Ty France","- - -",30,0.32774333484837265,2.3767789179137457,0.07692308,0.44230769,0.25908332807484924,0.42452742014727796,"Ty France",17982,664034
"Edouard Julien","MIN",26,0.32908306029683726,1.318021417122728,0.12195122,0.42276423,0.2423550532414363,0.4244676527086195,"Edouard Julien",27534,666397
"Josh Naylor","SEA",28,0.3142209053039551,6.472409760881776,0.06748466,0.44785276,0.2521348540315923,0.423405086871275,"Josh Naylor",18839,647304
"Yoán Moncada","LAA",30,0.32538692461073604,3.1813186775,0.14285714,0.43428571,0.21831500095877088,0.4222791108042605,"Yoan Moncada",17232,660162
