Name,Team,Age,xwOBA,Spd,Barrel%,HardHit%,xBA,xSLG,NameASCII,PlayerId,MLBAMID
"Javier Báez","DET",32,0.27080890173199534,5.370369414549467,0.05448718,0.3974359,0.23005371827345628,0.35901601497943586,"Javier Baez",12979,595879
"Luke Raley","SEA",30,0.3117283715142144,3.3769912915556124,0.10569106,0.42276423,0.20908224387247054,0.3583585812094433,"Luke Raley",19354,670042
"Brayan Rocchio","CLE",24,0.29474781177662035,4.663776027321573,0.0326087,0.35507246,0.24586606929323068,0.35818212303406294,"Brayan Rocchio",23690,677587
"Zach McKinstry","DET",30,0.30505365098155085,7.407515703381098,0.06051873,0.3054755,0.24680826305288128,0.3580333068307522,"Zach McKinstry",19392,656716
"Dylan Carlson","BAL",26,0.28497855791907095,3.176035126257424,0.06707317,0.30487805,0.21369631718930013,0.35730279316001223,"Dylan Carlson",20126,666185
"Johnathan Rodríguez","CLE",25,0.2821414501636059,5.65236173474962,0.06122449,0.55102041,0.22488473166882153,0.3558850355551276,"Johnathan Rodriguez",22530,671286
"Cole Young","SEA",21,0.29686226431779034,3.442961669256647,0.05555556,0.31111111,0.22420990948185257,0.35517335900276764,"Cole Young",31680,702284
"Cedric Mullins","BAL",30,0.2857174967908994,4.577398181083078,0.06410256,0.35897436,0.20937308412009534,0.3532797962712785,"Cedric Mullins",17929,656775
"Danny Jansen","TBR",30,0.29931257670955436,1.10367803375,0.08387097,0.40645161,0.1974458867853338,0.3531858270818537,"Danny Jansen",16535,643376
"Curtis Mead","- - -",24,0.2909476647010216,4.877871230677469,0.04494382,0.34831461,0.23415214732541875,0.35290412579552605,"Curtis Mead",23986,678554
"Max Muncy","ATH",22,0.26663692247922016,1.6047230787090392,0.10071942,0.32374101,0.20324597242401868,0.35277590867949693,"Max Muncy",29779,691777
"Darell Hernaiz","ATH",23,0.3045120630508814,3.5722757066976203,0.03205128,0.30128205,0.2554726573084131,0.3507937172244739,"Darell Hernaiz",26224,687231
"Adam Frazier","KCR",33,0.2784954981150361,2.284799054467244,0.03333333,0.21333333,0.2455887794494629,0.3499682882557745,"Adam Frazier",15223,624428
"John Rave","KCR",27,0.30163572000902755,4.6453328868599115,0.05454545,0.4,0.22757274226138466,0.3494527465418765,"John Rave",26284,670231
"Carlos Santana","CLE",39,0.29468902722329293,3.8322775338698047,0.05095541,0.37261146,0.21822985254152857,0.34943316681216463,"Carlos Santana",2396,467793
"J.C. Escarra","NYY",30,0.30036449432373047,2.3513976938442935,0.05555556,0.43055556,0.2332042512439546,0.3488571984427316,"J.C. Escarra",20084,641555
"Gio Urshela","ATH",33,0.2862552545009515,2.0488348499978266,0.02083333,0.34027778,0.25141483117203683,0.3488366142820917,"Gio Urshela",10681,570482
"Marcelo Mayer","BOS",22,0.2631569750168744,4.936285646490937,0.09195402,0.51724138,0.21023586603600208,0.3483201875461368,"Marcelo Mayer",29668,691785
"Kyren Paris","LAA",23,0.26482518513997394,8.602853449296024,0.16176471,0.47058824,0.1731342315673828,0.3483200378417969,"Kyren Paris",26420,677347
"Austin Wynns","ATH",34,0.2418569362524784,1.4409340587500001,0.06666667,0.44444444,0.19823993198455325,0.3483111366393074,"Austin Wynns",15271,642851
"Parker Meadows","DET",25,0.29124304933368034,5.979973480457184,0.05147059,0.30882353,0.22486953735351561,0.34640695672286187,"Parker Meadows",23800,678009
"Luis Urías","ATH",28,0.29980933046486763,2.0566211380262036,0.03629032,0.2983871,0.23353991358953072,0.34626785969484974,"Luis Urias",16622,649966
"Jonah Heim","TEX",30,0.2762692592762135,2.838011392094802,0.06089744,0.35897436,0.21926881814304786,0.34619399444966376,"Jonah Heim",16930,641680
"Edgar Quero","CHW",22,0.289863037412279,1.0186608697063821,0.03716216,0.46283784,0.2361316837676584,0.3461592582807149,"Edgar Quero",28022,700337
"Michael Massey","KCR",27,0.26531982421875,2.4008467572938708,0.04017857,0.33035714,0.23808534636752296,0.34600902877691136,"Michael Massey",27684,686681
"Christian Moore","LAA",22,0.28244024808289575,5.533365858647807,0.06862745,0.3627451,0.2030357078269676,0.345221248673804,"Christian Moore",34979,695681
"JJ Bleday","ATH",27,0.27634677552340325,2.5568846802946767,0.07834101,0.38709677,0.19672095581452312,0.3448766155429306,"JJ Bleday",26368,668709
"Seth Brown","ATH",32,0.2954319401791221,3.436537602918123,0.0952381,0.4047619,0.19269988720233625,0.3438202491173377,"Seth Brown",18171,664913
"Tyler Tolbert","KCR",27,0.31285551616123747,7.497147686456793,0.02380952,0.38095238,0.25974000930786134,0.34310001373291016,"Tyler Tolbert",25779,686475
"Will Wagner","TOR",26,0.32230231598133346,3.180921946166624,0.02247191,0.42696629,0.2711892044335081,0.342975750304105,"Will Wagner",29634,695238
"Cavan Biggio","KCR",30,0.298492956161499,4.040734492385341,0.04,0.36,0.21093497068985648,0.3416007774463598,"Cavan Biggio",19252,624415
"Jonatan Clase","TOR",23,0.28388912894509055,3.8542388156982668,0.06849315,0.35616438,0.21704712299385456,0.34140122538865214,"Jonatan Clase",26599,682729
"Ha-Seong Kim","TBR",29,0.28476430011051956,4.21635995850525,0.06557377,0.40983607,0.2229995500473749,0.3402806690761021,"Ha-Seong Kim",27506,673490
"Kristian Campbell","BOS",23,0.29557692136801067,2.399899711235866,0.05063291,0.41772152,0.22057317322046222,0.33809140915387526,"Kristian Campbell",33644,692225
"DJ LeMahieu","NYY",36,0.2951242433372119,1.0124223525,0.04301075,0.51612903,0.24524284723236806,0.3376117315818006,"DJ LeMahieu",9874,518934
"Jake Mangum","TBR",29,0.2761210075141706,5.16911547187837,0.02623907,0.33236152,0.2506098326868014,0.33593799965808013,"Jake Mangum",26202,663968
"Chandler Simpson","TBR",24,0.29674178444295435,7.136137122227554,0,0.17195767,0.2947208811935869,0.33560680648655566,"Chandler Simpson",31912,802415
"Tim Elko","CHW",26,0.24274539947509766,3.511128363793996,0.10810811,0.48648649,0.16215486668828707,0.3348645167564278,"Tim Elko",31522,671284
"Freddy Fermin","KCR",30,0.27733613912341665,1.7158802339874188,0.03205128,0.32051282,0.23910832405090332,0.333959698677063,"Freddy Fermin",21840,666023
"Max Schuemann","ATH",28,0.29729559762137275,6.408470431274695,0.02631579,0.32894737,0.23000364876835724,0.3336732999874594,"Max Schuemann",24488,680474
"Chase Meidroth","CHW",23,0.29963543701171874,4.10715546690692,0.01570681,0.36125654,0.2538476160594395,0.3331215722220285,"Chase Meidroth",31580,805367
"José Caballero","- - -",28,0.29557760884939144,7.110424238546415,0.05855856,0.30630631,0.21769231443951845,0.332363894031306,"Jose Caballero",23401,676609
"Cody Freeman","TEX",24,0.26873136568470163,2.9903482430493034,0.04123711,0.25773196,0.24439880911227876,0.3318186734629943,"Cody Freeman",25629,683227
"Mauricio Dubón","HOU",30,0.27802073289900264,3.4328786972481615,0.01208459,0.26283988,0.24676099030867868,0.33113492053488025,"Mauricio Dubon",16530,643289
"Jonny DeLuca","TBR",26,0.2672518552359888,7.98483997103552,0.02272727,0.31818182,0.25237274169921875,0.32862529420016107,"Jonny DeLuca",26365,676356
"Jorbit Vivas","NYY",24,0.3044736981391907,1.92170329,0.04444444,0.35555556,0.24521780014038086,0.3266360078539167,"Jorbit Vivas",23917,678391
"Denzel Clarke","ATH",25,0.25361378177715715,8.417641882987798,0.06741573,0.42696629,0.20373505515021248,0.3257549388988598,"Denzel Clarke",29858,672016
"Dylan Moore","- - -",32,0.26247895009233135,5.936248392697749,0.08571429,0.34285714,0.19142817362258424,0.3256539906540962,"Dylan Moore",18042,664238
"Michael Helman","TEX",29,0.24965198909010844,8.194677502095686,0.08641975,0.24691358,0.17923247212111348,0.3230896574078184,"Michael Helman",24605,680737
"Ben Williamson","SEA",24,0.26882470514356477,4.446334030760045,0.03255814,0.40465116,0.24099523370916193,0.32199329723011366,"Ben Williamson",33197,810938
"Jake Rogers","DET",30,0.2741571250536763,3.9821428525,0.09195402,0.40229885,0.19419870143983423,0.3210423477296907,"Jake Rogers",19452,668670
"LaMonte Wade Jr.","LAA",31,0.27665906409694724,4.297475733604607,0.04761905,0.35714286,0.20344203068659855,0.32015985342172476,"LaMonte Wade Jr.",18126,664774
"Donovan Solano","- - -",37,0.258718042733283,1.71894409625,0.0390625,0.375,0.22253245689782752,0.3198882704039654,"Donovan Solano",8623,456781
"Hunter Renfroe","KCR",33,0.2567683855692546,0.7197802149999999,0.06329114,0.35443038,0.19279246860080296,0.3188937216094046,"Hunter Renfroe",15464,592669
"David Hamilton","BOS",27,0.260298224643887,8.045021478263742,0.06015038,0.27819549,0.20863391854668742,0.31857019629182115,"David Hamilton",27531,666152
"Leody Taveras","- - -",26,0.233531345020641,6.083597242635468,0.064,0.352,0.199442336138557,0.3176448373233571,"Leody Taveras",18900,665750
"Drew Waters","KCR",26,0.26513749223700317,6.0100870448390715,0.04109589,0.28767123,0.23190543230842142,0.3175038356407016,"Drew Waters",20505,671221
"Carson Williams","TBR",22,0.23545960279611441,4.041362667573747,0.08928571,0.35714286,0.1710672378540039,0.3166627883911133,"Carson Williams",30038,700246
"Justyn-Henry Malloy","DET",25,0.29506932656596024,1.60119047125,0.04054054,0.31081081,0.20050608194791353,0.31624537247877854,"Justyn-Henry Malloy",29606,669234
"Angel Martínez","CLE",23,0.2547482707555209,5.426771095337352,0.03478261,0.29275362,0.2145887640025049,0.3131633467738404,"Angel Martinez",26540,682657
"Emmanuel Rivera","BAL",29,0.2666659617987205,2.168558044961411,0.01041667,0.32291667,0.24616193771362305,0.3118747711181641,"Emmanuel Rivera",19890,656896
"Taylor Walls","TBR",28,0.2609051835422699,5.716950802579253,0.03167421,0.26244344,0.20956047573972003,0.308954476461716,"Taylor Walls",22458,670764
"Willie MacIver","ATH",28,0.2558332391687342,4.058519302747538,0.04,0.37333333,0.1995527230057062,0.3076318666046741,"Willie MacIver",24641,680862
"Christian Vázquez","MIN",34,0.2708408854832159,1.7861753053411202,0.03821656,0.27388535,0.21011085510253907,0.3072173871492085,"Christian Vazquez",9774,543877
"Taylor Trammell","HOU",27,0.27055796870478876,3.654733436967102,0.07792208,0.4025974,0.1867023696247329,0.30681271023220485,"Taylor Trammell",19960,666211
"Brett Harris","ATH",27,0.2883721546954419,4.268586005642896,0.03703704,0.27777778,0.23526588857990421,0.30615558362986944,"Brett Harris",29788,695391
"Oswald Peraza","- - -",25,0.24826563265840362,5.507858416896973,0.06626506,0.38554217,0.194296887872641,0.3058517754323198,"Oswald Peraza",22823,672724
"Josh Rojas","CHW",31,0.26313665638799255,3.465161091946393,0.03472222,0.36805556,0.20896534253192203,0.30472090936476187,"Josh Rojas",19734,668942
"Everson Pereira","TBR",24,0.24243357410169628,5.154670229900176,0.07894737,0.44736842,0.16032100090613732,0.3035611079289363,"Everson Pereira",23695,677592
"Mark Canha","KCR",36,0.267962646484375,1.7289884111916076,0.02197802,0.32967033,0.21389507192426024,0.30261723341140073,"Mark Canha",11445,592192
"Anthony Santander","TOR",30,0.2654902544888583,0.6971024212500001,0.04477612,0.41044776,0.18796391831230871,0.3007177372568661,"Anthony Santander",14551,623993
"Matt Thaiss","- - -",30,0.293715497280689,3.1303944365631224,0.04464286,0.42857143,0.19683437962685862,0.2991188172371157,"Matt Thaiss",19318,642136
"Kameron Misner","TBR",27,0.24677769343058267,6.792405927571343,0.05343511,0.29770992,0.19073137777105806,0.2989975982511104,"Kameron Misner",26374,670224
"Zack Gelof","ATH",25,0.2187441635131836,3.8092200808834518,0.125,0.47916667,0.14342810796654742,0.29862142645794415,"Zack Gelof",29766,680869
"Nick Fortes","TBR",28,0.27330812133184756,2.986767256660228,0.046875,0.359375,0.20489870564321452,0.29751284738604944,"Nick Fortes",21538,663743
"Oswaldo Cabrera","NYY",26,0.2842013776794938,2.784123115345132,0,0.3452381,0.2436925941538588,0.29725167461644825,"Oswaldo Cabrera",21707,665828
"Connor Wong","BOS",29,0.2659893446071174,3.26696131683434,0.03100775,0.31007752,0.2208657407475089,0.29519139364094077,"Connor Wong",19896,657136
"Ezequiel Duran","TEX",26,0.246596415108497,5.150696816870677,0.02631579,0.30921053,0.21392066769483614,0.2945399586747332,"Ezequiel Duran",23733,677649
"Trey Sweeney","DET",25,0.24413010817307693,4.849261775728206,0.06730769,0.35096154,0.1902471251406912,0.29380172470868643,"Trey Sweeney",29575,700242
"Tyler Heineman","TOR",34,0.27292608227250137,5.600258900215504,0.032,0.224,0.21454515393148332,0.29317912159350096,"Tyler Heineman",13897,623168
"Victor Robles","SEA",28,0.23655573527018228,6.9575711155029,0.04878049,0.23170732,0.20290211011778633,0.29206670005366486,"Victor Robles",18363,645302
"Kyle Isbel","KCR",28,0.25092227049548216,4.532513042098634,0.01612903,0.36129032,0.22005023127016815,0.2900664702705715,"Kyle Isbel",21614,664728
"Jhonkensy Noel","CLE",23,0.20241653841305401,2.64285714,0.06185567,0.41237113,0.16091729499198296,0.2869965321308858,"Jhonkensy Noel",24257,678877
"Hunter Feduccia","TBR",28,0.27382897395713657,2.741327116759196,0.08333333,0.31666667,0.1893663628156795,0.2850670481837073,"Hunter Feduccia",23372,676439
"Austin Hedges","CLE",32,0.2488879612513951,1.7363966854095887,0.03389831,0.3220339,0.17664546471137504,0.28383693447360747,"Austin Hedges",12976,595978
"Kevin Newman","LAA",31,0.21812613114066745,4.655536217368704,0.02173913,0.29347826,0.21143054962158203,0.2829668480053283,"Kevin Newman",17696,621028
"Zack Short","HOU",30,0.2411414926702326,3.5768262252507386,0.03030303,0.39393939,0.17530513763427735,0.28051721572875976,"Zack Short",19562,670097
"Jhonny Pereda","- - -",29,0.2538114151397309,0.51785714,0.04081633,0.44897959,0.1936013042062953,0.280483591383782,"Jhonny Pereda",19802,640902
"Bob Seymour","TBR",26,0.23647949494511247,6.717189118947767,0,0.47826087,0.19953555327195388,0.27884070078531903,"Bob Seymour",30028,676044
"Jacob Melton","HOU",24,0.2397777507831524,8.677086419368063,0.04761905,0.42857143,0.17703857421875,0.27509735652378625,"Jacob Melton",31661,689200
"Lane Thomas","CLE",29,0.24319439202966825,3.6720107349292253,0.04819277,0.31325301,0.16816050720214842,0.2723463134765625,"Lane Thomas",16939,657041
"Leo Rivas","SEA",27,0.28767761024268895,5.943195097281346,0.03030303,0.1969697,0.18284227583143448,0.2662871678670247,"Leo Rivas",21009,660844
"MJ Melendez","KCR",26,0.20754337310791016,2.64285714,0.08108108,0.45945946,0.13668376604715984,0.2605125904083252,"MJ Melendez",22197,669004
"David Fry","CLE",29,0.20548206720596704,3.2113620782305676,0.09090909,0.39772727,0.13771881892763335,0.2603095482135641,"David Fry",24934,681807
"Bryce Teodosio","LAA",26,0.2223964921580065,7.854110130818466,0.04255319,0.26595745,0.18464066325754358,0.2593408667522928,"Bryce Teodosio",29524,669326
"Jorge Mateo","BAL",30,0.2056725053902132,7.10566723982924,0.04081633,0.36734694,0.16699885114838806,0.2548051423664334,"Jorge Mateo",17273,622761
"Jonah Bride","MIN",29,0.23545660972595214,0.7083333274999999,0.02040816,0.28571429,0.19202129046122232,0.2509254084693061,"Jonah Bride",24703,681146
"Nick Maton","CHW",28,0.23648280189150855,1.5013794325380023,0.05714286,0.37142857,0.13291849030388725,0.24990004080313225,"Nick Maton",21635,665155
"Ryan Noda","- - -",29,0.2445612805230277,2.9656153601227717,0.08695652,0.34782609,0.13105446227053377,0.24704322409122548,"Ryan Noda",23312,676116
"Tim Anderson","LAA",32,0.21916297312532917,3.477039069915467,0,0.36363636,0.182830822036927,0.24257492157350102,"Tim Anderson",15172,641313
"Will Wilson","CLE",26,0.219114481016647,4.5633667740608175,0.02040816,0.36734694,0.15386360119550657,0.24247191502497747,"Will Wilson",25434,669717
"Alan Roden","- - -",25,0.22655690885057636,4.896412039268195,0.01960784,0.30392157,0.17609564346425674,0.24231399508083568,"Alan Roden",31564,702176
"Mickey Gasper","MIN",29,0.235524343788077,5.460074957452032,0.01298701,0.31168831,0.16666573976215562,0.24094334652549343,"Mickey Gasper",24759,681508
"Jacob Amaya","CHW",26,0.19665496879153782,6.330285414213033,0,0.2962963,0.17384595581979462,0.22691414572975852,"Jacob Amaya",23296,676070
"Will Robertson","- - -",27,0.18831810633341473,0.6542207712499999,0.09090909,0.31818182,0.14456809929439,0.21780952981540136,"Will Robertson",25467,683770
"Jace Jung","DET",24,0.24052002646706322,2.64285714,0.03225806,0.38709677,0.16229929822556516,0.21719575435557265,"Jace Jung",31437,690291
"DaShawn Keirsey Jr.","MIN",28,0.173204126029179,6.721482890259049,0.05769231,0.34615385,0.1440279824393136,0.21565671194167363,"DaShawn Keirsey Jr.",24496,680577
"Ben Rortvedt","TBR",27,0.20712912423270088,0.47939559625,0.02040816,0.18367347,0.152501590668209,0.2022825422741118,"Ben Rortvedt",20287,666163
